contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
AMZN130720P00395000,AMZN,7/20/2013,put,395,A,115.2,,118.05,,0,0,6/28/2013,-0.9993,0,-2.4473,0,0.1999
AMZN130720C00400000,AMZN,7/20/2013,call,400,A,0,,0.05,,0,462,6/28/2013,0,0,0,0,0.2289
AMZN130720P00400000,AMZN,7/20/2013,put,400,A,120.2,,123.05,,0,0,6/28/2013,-0.9993,0,-2.4337,0,0.1999
AMZN130720C00405000,AMZN,7/20/2013,call,405,A,0,,0.05,,0,320,6/28/2013,0,0,0,0,0.2289
AMZN130720P00405000,AMZN,7/20/2013,put,405,A,125.15,,128.25,,0,0,6/28/2013,-0.9993,0,-2.4199,0,0.1999
AMZN130720C00410000,AMZN,7/20/2013,call,410,A,0,,0.05,,0,2499,6/28/2013,0,0,0,0,0.2289
AMZN130720P00410000,AMZN,7/20/2013,put,410,A,130.2,,133.25,,0,0,6/28/2013,-0.9993,0,-2.4063,0,0.1999
AMZN130720C00415000,AMZN,7/20/2013,call,415,A,0,,0.14,,0,6,6/28/2013,0,0,0,0,0.2289
AMZN130720P00415000,AMZN,7/20/2013,put,415,A,135.2,,138.25,,0,0,6/28/2013,-0.9993,0,-2.3926,0,0.1999
AMZN130720C00420000,AMZN,7/20/2013,call,420,A,0,,0.05,,0,356,6/28/2013,0,0,0,0,0.2289
AMZN130720P00420000,AMZN,7/20/2013,put,420,A,140.2,,143.25,,0,0,6/28/2013,-0.9993,0,-2.3789,0,0.1999
AMZN130720C00425000,AMZN,7/20/2013,call,425,A,0,,0.14,,0,5,6/28/2013,0,0,0,0,0.2289
AMZN130720P00425000,AMZN,7/20/2013,put,425,A,145.2,,148.25,,0,0,6/28/2013,-0.9993,0,-2.3653,0,0.1999
AMZN130726C00195000,AMZN,7/26/2013,call,195,A,82.05,,84.85,,0,0,6/28/2013,0.9899,0.0005,-4.0127,1.865,0.5644
AMZN130726P00195000,AMZN,7/26/2013,put,195,A,0.17,,0.3,,0,0,6/28/2013,-0.0135,0.0007,-10.6281,2.6205,0.6052
AMZN130726C00200000,AMZN,7/26/2013,call,200,A,77.1,,80.05,,0,0,6/28/2013,0.985,0.0008,-7.2234,2.7098,0.5644
AMZN130726P00200000,AMZN,7/26/2013,put,200,A,0.22,,0.36,,0,1,6/28/2013,-0.0168,0.0009,-12.4746,3.1785,0.5856
AMZN130726C00205000,AMZN,7/26/2013,call,205,A,72.15,,74.95,,0,0,6/28/2013,0.9782,0.0011,-11.3696,3.8014,0.5644
AMZN130726P00205000,AMZN,7/26/2013,put,205,A,0.26,,0.41,,0,1,6/28/2013,-0.02,0.0011,-13.8214,3.683,0.5598
AMZN130726C00210000,AMZN,7/26/2013,call,210,A,67.35,,70.2,,0,0,6/28/2013,0.9691,0.0016,-16.5308,5.1607,0.5644
AMZN130726P00210000,AMZN,7/26/2013,put,210,A,0.37,,0.49,,22,19,6/28/2013,-0.0258,0.0015,-16.6556,4.5641,0.5442
AMZN130726C00215000,AMZN,7/26/2013,call,215,A,62.5,,65.3,,0,0,6/28/2013,0.9572,0.0021,-22.7335,6.7943,0.5644
AMZN130726P00215000,AMZN,7/26/2013,put,215,A,0.46,,0.62,,0,18,6/28/2013,-0.0325,0.0018,-19.5087,5.5292,0.526
AMZN130726C00220000,AMZN,7/26/2013,call,220,A,57.65,,60.4,,0,0,6/28/2013,0.9415,0.0027,-30.2802,8.7539,0.5662
AMZN130726P00220000,AMZN,7/26/2013,put,220,A,0.61,,0.77,,20,1,6/28/2013,-0.0415,0.0023,-23.0736,6.7436,0.5099
AMZN130726C00225000,AMZN,7/26/2013,call,225,A,52.7,,55.6,,0,0,6/28/2013,0.9324,0.0032,-32.435,9.8237,0.5368
AMZN130726P00225000,AMZN,7/26/2013,put,225,A,0.75,,0.95,,1,12,6/28/2013,-0.0514,0.0028,-26.3677,8.0159,0.49
AMZN130726C00230000,AMZN,7/26/2013,call,230,A,48.2,,50.6,,0,0,6/28/2013,0.9115,0.0039,-40.4525,12.0858,0.5348
AMZN130726P00230000,AMZN,7/26/2013,put,230,A,1,,1.14,,13,53,6/28/2013,-0.0648,0.0035,-30.498,9.6062,0.4727
AMZN130726C00235000,AMZN,7/26/2013,call,235,A,43.35,,45.9,,0,5,6/28/2013,0.897,0.0046,-43.0552,13.5307,0.5059
AMZN130726P00235000,AMZN,7/26/2013,put,235,A,1.3,,1.43,,24,111,6/28/2013,-0.082,0.0044,-35.3196,11.5033,0.4569
AMZN130726C00240000,AMZN,7/26/2013,call,240,A,39.25,,41.4,,0,0,6/28/2013,0.8655,0.0056,-53.2259,16.3729,0.5102
AMZN130726P00240000,AMZN,7/26/2013,put,240,A,1.7,,1.83,,32,50,6/28/2013,-0.1042,0.0054,-40.937,13.7394,0.4431
AMZN130726C00245000,AMZN,7/26/2013,call,245,A,34.55,,37,,0,0,6/28/2013,0.8417,0.0065,-56.6681,18.2772,0.4846
AMZN130726P00245000,AMZN,7/26/2013,put,245,A,2.19,,2.37,,0,72,6/28/2013,-0.1318,0.0065,-46.9285,16.2259,0.4298
AMZN130726C00250000,AMZN,7/26/2013,call,250,A,30.1,,32.6,,0,13,6/28/2013,0.812,0.0077,-60.6069,20.4171,0.462
AMZN130726P00250000,AMZN,7/26/2013,put,250,A,2.83,,3.05,,11,291,6/28/2013,-0.1656,0.0079,-53.0911,18.9037,0.417
AMZN130726C00255000,AMZN,7/26/2013,call,255,A,25.65,,27.45,,4,21,6/28/2013,0.7863,0.0091,-59.2084,22.0557,0.4176
AMZN130726P00255000,AMZN,7/26/2013,put,255,A,3.65,,3.95,,23,48,6/28/2013,-0.207,0.0092,-59.3814,21.7049,0.4058
AMZN130726C00260000,AMZN,7/26/2013,call,260,A,22.3,,22.95,,4,11,6/28/2013,0.7385,0.0105,-64.77,24.6656,0.4063
AMZN130726P00260000,AMZN,7/26/2013,put,260,A,4.7,,5,,17,83,6/28/2013,-0.2552,0.0107,-64.8981,24.4015,0.394
AMZN130726C00265000,AMZN,7/26/2013,call,265,A,18.75,,19.35,,2,44,6/28/2013,0.6826,0.0118,-69.8545,27.0305,0.398
AMZN130726P00265000,AMZN,7/26/2013,put,265,A,6.05,,6.4,,68,61,6/28/2013,-0.312,0.0121,-69.9494,26.8692,0.3851
AMZN130726C00270000,AMZN,7/26/2013,call,270,A,15.45,,15.95,,18,86,6/28/2013,0.6213,0.0129,-72.9559,28.8615,0.3879
AMZN130726P00270000,AMZN,7/26/2013,put,270,A,7.7,,8.1,,54,152,6/28/2013,-0.3754,0.0132,-73.4677,28.8056,0.3766
AMZN130726C00275000,AMZN,7/26/2013,call,275,A,12.5,,12.95,,12,125,6/28/2013,0.5545,0.0137,-74.4542,29.9983,0.3797
AMZN130726P00275000,AMZN,7/26/2013,put,275,A,9.7,,10.1,,25,130,6/28/2013,-0.4441,0.0141,-74.9609,29.9936,0.3682
AMZN130726C00280000,AMZN,7/26/2013,call,280,A,9.9,,10.3,,49,171,6/28/2013,0.4844,0.0141,-73.7991,30.2649,0.3721
AMZN130726P00280000,AMZN,7/26/2013,put,280,A,12.1,,12.55,,55,43,6/28/2013,-0.5161,0.0145,-74.621,30.2604,0.3623
AMZN130726C00285000,AMZN,7/26/2013,call,285,A,7.6,,8.05,,29,104,6/28/2013,0.4134,0.014,-70.8724,29.5761,0.3649
AMZN130726P00285000,AMZN,7/26/2013,put,285,A,14.85,,15.35,,4,20,6/28/2013,-0.5887,0.0144,-71.8586,29.5261,0.3563
AMZN130726C00290000,AMZN,7/26/2013,call,290,A,5.75,,6.15,,60,56,6/28/2013,0.3441,0.0135,-65.9808,27.9535,0.3588
AMZN130726P00290000,AMZN,7/26/2013,put,290,A,17.85,,18.5,,1,17,6/28/2013,-0.6605,0.0138,-66.3997,27.7814,0.3482
AMZN130726C00295000,AMZN,7/26/2013,call,295,A,4.4,,4.65,,8,53,6/28/2013,0.2819,0.0124,-60.5205,25.6568,0.358
AMZN130726P00295000,AMZN,7/26/2013,put,295,A,21.45,,22.05,,0,39,6/28/2013,-0.7248,0.0127,-60.4718,25.3107,0.3461
AMZN130726C00300000,AMZN,7/26/2013,call,300,A,3.2,,3.45,,35,40,6/28/2013,0.2243,0.0111,-53.1052,22.7392,0.354
AMZN130726P00300000,AMZN,7/26/2013,put,300,A,25.15,,25.85,,91,30,6/28/2013,-0.7862,0.0112,-52.0301,22.0653,0.3386
AMZN130726C00305000,AMZN,7/26/2013,call,305,A,2.32,,2.5,,4,32,6/28/2013,0.1749,0.0095,-45.4863,19.5775,0.3518
AMZN130726P00305000,AMZN,7/26/2013,put,305,A,28.6,,30.7,,0,0,6/28/2013,-0.8394,0.0095,-43.1902,18.4533,0.332
AMZN130726C00310000,AMZN,7/26/2013,call,310,A,1.64,,1.79,,11,32,6/28/2013,0.1335,0.0081,-37.8764,16.371,0.35
AMZN130726P00310000,AMZN,7/26/2013,put,310,A,32,,34.95,,0,0,6/28/2013,-0.8839,0.0078,-34.4748,14.7549,0.3256
AMZN130726C00315000,AMZN,7/26/2013,call,315,A,1.11,,1.26,,13,16,6/28/2013,0.0994,0.0066,-30.5458,13.272,0.3479
AMZN130726P00315000,AMZN,7/26/2013,put,315,A,36.65,,39.05,,0,0,6/28/2013,-0.9167,0.0062,-27.384,11.5379,0.3232
AMZN130726C00320000,AMZN,7/26/2013,call,320,A,0.79,,0.89,,0,2,6/28/2013,0.0737,0.0053,-24.4705,10.6128,0.3483
AMZN130726P00320000,AMZN,7/26/2013,put,320,A,41.3,,43.4,,0,0,6/28/2013,-0.9415,0.0047,-21.3599,8.7615,0.3217
AMZN130726C00325000,AMZN,7/26/2013,call,325,A,0.52,,0.62,,4,1,6/28/2013,0.053,0.0041,-18.8866,8.2098,0.3473
AMZN130726P00325000,AMZN,7/26/2013,put,325,A,45.95,,48.4,,0,0,6/28/2013,-0.9591,0.0035,-16.6183,6.5376,0.3217
AMZN130726C00330000,AMZN,7/26/2013,call,330,A,0.36,,0.43,,7,1,6/28/2013,0.0386,0.0032,-14.7135,6.3596,0.3491
AMZN130726P00330000,AMZN,7/26/2013,put,330,A,50.75,,53.55,,0,0,6/28/2013,-0.9719,0.0026,-12.8084,4.7539,0.3217
AMZN130726C00335000,AMZN,7/26/2013,call,335,A,0.24,,0.38,,0,0,6/28/2013,0.0302,0.0025,-12.3066,5.1946,0.3573
AMZN130726P00335000,AMZN,7/26/2013,put,335,A,55.65,,58.4,,0,0,6/28/2013,-0.981,0.0018,-9.8532,3.3728,0.3217
AMZN130726C00340000,AMZN,7/26/2013,call,340,A,0.15,,0.28,,0,0,6/28/2013,0.0214,0.0019,-9.2528,3.8964,0.358
AMZN130726P00340000,AMZN,7/26/2013,put,340,A,60.55,,63.3,,0,0,6/28/2013,-0.9872,0.0013,-7.6329,2.3376,0.3217
AMZN130726C00345000,AMZN,7/26/2013,call,345,A,0.09,,0.25,,0,0,6/28/2013,0.0164,0.0015,-7.5329,3.1136,0.3646
AMZN130726P00345000,AMZN,7/26/2013,put,345,A,65.5,,68.25,,0,0,6/28/2013,-0.9915,0.0009,-6.0129,1.5843,0.3217
AMZN130726C00350000,AMZN,7/26/2013,call,350,A,0.03,,0.23,,0,0,6/28/2013,0.0108,0.001,-5.179,2.1589,0.3614
AMZN130726P00350000,AMZN,7/26/2013,put,350,A,70.55,,73.2,,0,0,6/28/2013,-0.9943,0.0005,-4.8616,1.0511,0.3217
AMZN130726C00360000,AMZN,7/26/2013,call,360,A,0,,0.19,,0,0,6/28/2013,0.0049,0.0005,-2.5855,1.0772,0.3614
AMZN130726P00360000,AMZN,7/26/2013,put,360,A,80.3,,83.1,,0,0,6/28/2013,-0.9972,0.0002,-3.5204,0.4357,0.3217
AMZN130802C00195000,AMZN,8/2/2013,call,195,A,82.15,,85,,0,0,6/28/2013,0.9882,0.0005,-4.0424,2.4107,0.5179
AMZN130802P00195000,AMZN,8/2/2013,put,195,A,0.26,,0.41,,0,0,6/28/2013,-0.0177,0.0009,-11.2927,3.7115,0.5703
AMZN130802C00200000,AMZN,8/2/2013,call,200,A,77.25,,79.95,,0,0,6/28/2013,0.9828,0.0009,-6.8865,3.4342,0.5179
AMZN130802P00200000,AMZN,8/2/2013,put,200,A,0.32,,0.47,,0,0,6/28/2013,-0.0213,0.0011,-12.7398,4.3461,0.5493
AMZN130802C00205000,AMZN,8/2/2013,call,205,A,72.6,,75.6,,0,0,6/28/2013,0.9754,0.0013,-10.4917,4.7325,0.5179
AMZN130802P00205000,AMZN,8/2/2013,put,205,A,0.4,,0.52,,9,26,6/28/2013,-0.0254,0.0013,-14.2016,5.0455,0.5273
AMZN130802C00210000,AMZN,8/2/2013,call,210,A,67.75,,70.25,,0,0,6/28/2013,0.9656,0.0017,-14.905,6.3224,0.5179
AMZN130802P00210000,AMZN,8/2/2013,put,210,A,0.48,,0.66,,0,0,6/28/2013,-0.0315,0.0016,-16.4516,6.0378,0.5103
AMZN130802C00215000,AMZN,8/2/2013,call,215,A,63,,65.45,,0,0,6/28/2013,0.953,0.0022,-20.1301,8.2047,0.5179
AMZN130802P00215000,AMZN,8/2/2013,put,215,A,0.59,,0.8,,0,0,6/28/2013,-0.0388,0.002,-18.8077,7.1524,0.4923
AMZN130802C00220000,AMZN,8/2/2013,call,220,A,57.7,,60.5,,0,0,6/28/2013,0.9373,0.0028,-26.1191,10.3619,0.5179
AMZN130802P00220000,AMZN,8/2/2013,put,220,A,0.71,,0.98,,1,11,6/28/2013,-0.0475,0.0025,-21.3356,8.4255,0.4739
AMZN130802C00225000,AMZN,8/2/2013,call,225,A,53.4,,55.85,,0,0,6/28/2013,0.9106,0.0035,-36.7342,13.635,0.539
AMZN130802P00225000,AMZN,8/2/2013,put,225,A,0.91,,1.2,,2,0,6/28/2013,-0.0592,0.003,-24.6081,10.0399,0.4585
AMZN130802C00230000,AMZN,8/2/2013,call,230,A,48.35,,50.9,,0,0,6/28/2013,0.9042,0.004,-35.4769,14.3581,0.495
AMZN130802P00230000,AMZN,8/2/2013,put,230,A,1.23,,1.4,,0,0,6/28/2013,-0.0737,0.0037,-28.2097,11.8981,0.4433
AMZN130802C00235000,AMZN,8/2/2013,call,235,A,44.15,,46.2,,0,0,6/28/2013,0.879,0.0047,-42.371,17.0264,0.4928
AMZN130802P00235000,AMZN,8/2/2013,put,235,A,1.54,,1.72,,3,0,6/28/2013,-0.0912,0.0045,-31.9197,13.9591,0.4273
AMZN130802C00240000,AMZN,8/2/2013,call,240,A,39.3,,41.85,,0,0,6/28/2013,0.8594,0.0056,-44.9138,18.9106,0.4684
AMZN130802P00240000,AMZN,8/2/2013,put,240,A,1.99,,2.18,,0,13,6/28/2013,-0.1145,0.0055,-36.6284,16.4707,0.4153
AMZN130802C00245000,AMZN,8/2/2013,call,245,A,34.75,,37.2,,0,0,6/28/2013,0.8365,0.0065,-47.1583,20.9195,0.443
AMZN130802P00245000,AMZN,8/2/2013,put,245,A,2.53,,2.76,,50,5,6/28/2013,-0.1424,0.0066,-41.393,19.1718,0.4029
AMZN130802C00250000,AMZN,8/2/2013,call,250,A,30.4,,32.9,,0,0,6/28/2013,0.8051,0.0076,-50.9601,23.3893,0.4261
AMZN130802P00250000,AMZN,8/2/2013,put,250,A,3.15,,3.5,,0,0,6/28/2013,-0.1756,0.0078,-45.9766,21.9909,0.3898
AMZN130802C00255000,AMZN,8/2/2013,call,255,A,26,,27.9,,1,0,6/28/2013,0.7776,0.009,-50.3657,25.2881,0.3891
AMZN130802P00255000,AMZN,8/2/2013,put,255,A,4.05,,4.4,,0,0,6/28/2013,-0.2163,0.0091,-50.8331,24.9612,0.3793
AMZN130802C00260000,AMZN,8/2/2013,call,260,A,22.65,,23.65,,3,0,6/28/2013,0.7296,0.0102,-55.2058,28.1095,0.3816
AMZN130802P00260000,AMZN,8/2/2013,put,260,A,5.25,,5.55,,0,0,6/28/2013,-0.2647,0.0103,-55.604,27.8667,0.3711
AMZN130802C00265000,AMZN,8/2/2013,call,265,A,19.35,,20,,0,0,6/28/2013,0.6752,0.0112,-59.458,30.5856,0.376
AMZN130802P00265000,AMZN,8/2/2013,put,265,A,6.65,,6.95,,0,0,6/28/2013,-0.3192,0.0115,-59.3148,30.404,0.3624
AMZN130802C00270000,AMZN,8/2/2013,call,270,A,16.1,,16.7,,0,0,6/28/2013,0.6165,0.0122,-61.9664,32.4653,0.3679
AMZN130802P00270000,AMZN,8/2/2013,put,270,A,8.35,,8.7,,0,14,6/28/2013,-0.3799,0.0126,-62.0602,32.3998,0.3552
AMZN130802C00275000,AMZN,8/2/2013,call,275,A,13.15,,13.7,,0,0,6/28/2013,0.5535,0.0129,-62.9692,33.6278,0.3599
AMZN130802P00275000,AMZN,8/2/2013,put,275,A,10.35,,10.8,,1,0,6/28/2013,-0.4451,0.0133,-63.3064,33.6237,0.3484
AMZN130802C00280000,AMZN,8/2/2013,call,280,A,10.65,,10.95,,2,92,6/28/2013,0.4875,0.0133,-62.441,33.9253,0.3529
AMZN130802P00280000,AMZN,8/2/2013,put,280,A,12.75,,13.1,,0,0,6/28/2013,-0.5133,0.0137,-62.6417,33.9199,0.3408
AMZN130802C00285000,AMZN,8/2/2013,call,285,A,8.35,,8.7,,3,153,6/28/2013,0.4207,0.0132,-60.2556,33.275,0.3464
AMZN130802P00285000,AMZN,8/2/2013,put,285,A,15.4,,15.95,,3,0,6/28/2013,-0.5823,0.0137,-60.4793,33.2042,0.335
AMZN130802C00290000,AMZN,8/2/2013,call,290,A,6.5,,6.8,,13,42,6/28/2013,0.356,0.0128,-56.8715,31.7168,0.3425
AMZN130802P00290000,AMZN,8/2/2013,put,290,A,18.5,,19.05,,0,0,6/28/2013,-0.6498,0.0132,-56.6881,31.4969,0.3296
AMZN130802C00295000,AMZN,8/2/2013,call,295,A,4.9,,5.2,,1,30,6/28/2013,0.2942,0.012,-51.9015,29.3314,0.3375
AMZN130802P00295000,AMZN,8/2/2013,put,295,A,21.9,,22.5,,1,0,6/28/2013,-0.7137,0.0123,-51.4651,28.9071,0.3242
AMZN130802C00300000,AMZN,8/2/2013,call,300,A,3.7,,3.95,,64,47,6/28/2013,0.2396,0.0109,-46.6095,26.4399,0.3358
AMZN130802P00300000,AMZN,8/2/2013,put,300,A,25.65,,26.95,,0,0,6/28/2013,-0.7617,0.0109,-48.2617,26.2987,0.3327
AMZN130802C00305000,AMZN,8/2/2013,call,305,A,2.7,,2.91,,33,78,6/28/2013,0.1893,0.0095,-40.1519,23.0481,0.3315
AMZN130802P00305000,AMZN,8/2/2013,put,305,A,28.95,,31.1,,0,0,6/28/2013,-0.8239,0.0095,-38.5499,21.9488,0.3142
AMZN130802C00310000,AMZN,8/2/2013,call,310,A,1.99,,2.15,,10,30,6/28/2013,0.1487,0.0082,-34.3571,19.733,0.331
AMZN130802P00310000,AMZN,8/2/2013,put,310,A,32.5,,34.55,,0,0,6/28/2013,-0.8732,0.008,-30.3477,17.5954,0.3031
AMZN130802C00315000,AMZN,8/2/2013,call,315,A,1.44,,1.58,,10,0,6/28/2013,0.1151,0.0069,-28.8195,16.5391,0.331
AMZN130802P00315000,AMZN,8/2/2013,put,315,A,36.95,,39,,0,0,6/28/2013,-0.9072,0.0064,-24.4805,14.0219,0.3007
AMZN130802C00320000,AMZN,8/2/2013,call,320,A,1.02,,1.16,,0,0,6/28/2013,0.0874,0.0056,-23.5518,13.5271,0.3305
AMZN130802P00320000,AMZN,8/2/2013,put,320,A,41.5,,44.25,,0,0,6/28/2013,-0.9333,0.005,-19.4028,10.8717,0.299
AMZN130802C00325000,AMZN,8/2/2013,call,325,A,0.72,,0.84,,0,0,6/28/2013,0.0657,0.0045,-18.987,10.8888,0.3308
AMZN130802P00325000,AMZN,8/2/2013,put,325,A,46.2,,48.65,,0,0,6/28/2013,-0.9523,0.0038,-15.3544,8.305,0.299
AMZN130802C00330000,AMZN,8/2/2013,call,330,A,0.5,,0.62,,0,0,6/28/2013,0.0492,0.0036,-15.2012,8.6789,0.3321
AMZN130802P00330000,AMZN,8/2/2013,put,330,A,51,,53.45,,0,0,6/28/2013,-0.9664,0.0028,-12.0203,6.195,0.299
AMZN130802C00340000,AMZN,8/2/2013,call,340,A,0.24,,0.38,,0,0,6/28/2013,0.0287,0.0023,-9.9912,5.5766,0.3394
AMZN130802P00340000,AMZN,8/2/2013,put,340,A,60.55,,63.1,,0,0,6/28/2013,-0.9839,0.0015,-7.3116,3.2238,0.299
AMZN130802C00350000,AMZN,8/2/2013,call,350,A,0.11,,0.23,,0,0,6/28/2013,0.0161,0.0014,-6.2602,3.433,0.3452
AMZN130802P00350000,AMZN,8/2/2013,put,350,A,70.4,,73.15,,0,0,6/28/2013,-0.9925,0.0007,-4.6357,1.5449,0.299
AMZN130802C00360000,AMZN,8/2/2013,call,360,A,0.01,,0.2,,0,0,6/28/2013,0.0068,0.0007,-2.8645,1.6092,0.3368
AMZN130802P00360000,AMZN,8/2/2013,put,360,A,80.3,,83.1,,0,0,6/28/2013,-0.9963,0.0002,-3.2535,0.6869,0.299
AMZN130817C00135000,AMZN,8/17/2013,call,135,A,141.5,,144.8,,0,0,6/28/2013,0.999,0,1.0903,0.0747,0.5691
AMZN130817P00135000,AMZN,8/17/2013,put,135,A,0,,0.06,,0,367,6/28/2013,0,0,-0.0105,0.0059,0.4764
AMZN130817C00140000,AMZN,8/17/2013,call,140,A,136.9,,139.8,,0,0,6/28/2013,0.9988,0,0.9467,0.1364,0.5691
AMZN130817P00140000,AMZN,8/17/2013,put,140,A,0.03,,0.11,,0,65,6/28/2013,-0.0026,0.0001,-2.1602,0.8335,0.6999
AMZN130817C00145000,AMZN,8/17/2013,call,145,A,131.95,,134.8,,0,0,6/28/2013,0.9985,0,0.7211,0.2369,0.5691
AMZN130817P00145000,AMZN,8/17/2013,put,145,A,0.05,,0.12,,0,88,6/28/2013,-0.0035,0.0001,-2.6913,1.0596,0.6858
AMZN130817C00150000,AMZN,8/17/2013,call,150,A,126.55,,129.8,,0,0,6/28/2013,0.9981,0.0001,0.378,0.3932,0.5691
AMZN130817P00150000,AMZN,8/17/2013,put,150,A,0.07,,0.14,,0,82,6/28/2013,-0.0044,0.0002,-3.2551,1.3115,0.6702
AMZN130817C00155000,AMZN,8/17/2013,call,155,A,121.95,,124.85,,0,0,6/28/2013,0.9973,0.0001,-0.1265,0.626,0.5691
AMZN130817P00155000,AMZN,8/17/2013,put,155,A,0.08,,0.14,,0,0,6/28/2013,-0.0048,0.0002,-3.3992,1.4302,0.6417
AMZN130817C00160000,AMZN,8/17/2013,call,160,A,116.55,,119.85,,0,0,6/28/2013,0.9961,0.0002,-0.8429,0.9594,0.5691
AMZN130817P00160000,AMZN,8/17/2013,put,160,A,0.1,,0.16,,0,0,6/28/2013,-0.0058,0.0002,-3.9042,1.6934,0.6225
AMZN130817C00165000,AMZN,8/17/2013,call,165,A,112,,114.8,,0,0,6/28/2013,0.9944,0.0002,-1.8268,1.4196,0.5691
AMZN130817P00165000,AMZN,8/17/2013,put,165,A,0.12,,0.17,,3,144,6/28/2013,-0.0067,0.0002,-4.2665,1.922,0.5993
AMZN130817C00170000,AMZN,8/17/2013,call,170,A,107.5,,109.9,,0,10,6/28/2013,0.992,0.0002,-3.1353,2.0337,0.5691
AMZN130817P00170000,AMZN,8/17/2013,put,170,A,0.16,,0.2,,20,32,6/28/2013,-0.0084,0.0004,-5.0774,2.3451,0.5845
AMZN130817C00175000,AMZN,8/17/2013,call,175,A,102.5,,104.9,,0,3,6/28/2013,0.9888,0.0005,-4.8228,2.8275,0.5691
AMZN130817P00175000,AMZN,8/17/2013,put,175,A,0.19,,0.25,,0,403,6/28/2013,-0.0104,0.0005,-5.9061,2.8059,0.5682
AMZN130817C00180000,AMZN,8/17/2013,call,180,A,97.05,,99.9,,0,0,6/28/2013,0.9844,0.0005,-6.9377,3.824,0.5691
AMZN130817P00180000,AMZN,8/17/2013,put,180,A,0.22,,0.26,,0,167,6/28/2013,-0.0117,0.0005,-6.2918,3.1224,0.5439
AMZN130817C00185000,AMZN,8/17/2013,call,185,A,92.6,,95.05,,0,0,6/28/2013,0.9787,0.0008,-9.5171,5.0405,0.5691
AMZN130817P00185000,AMZN,8/17/2013,put,185,A,0.27,,0.33,,0,449,6/28/2013,-0.0146,0.0007,-7.4367,3.7863,0.5301
AMZN130817C00190000,AMZN,8/17/2013,call,190,A,87.15,,90.1,,0,0,6/28/2013,0.9716,0.0011,-12.583,6.4875,0.5691
AMZN130817P00190000,AMZN,8/17/2013,put,190,A,0.31,,0.36,,0,60,6/28/2013,-0.0168,0.0008,-8.0367,4.2702,0.5079
AMZN130817C00195000,AMZN,8/17/2013,call,195,A,82.7,,85,,0,0,6/28/2013,0.9627,0.0014,-16.1393,8.1671,0.5691
AMZN130817P00195000,AMZN,8/17/2013,put,195,A,0.39,,0.46,,0,488,6/28/2013,-0.0213,0.001,-9.5602,5.2031,0.4958
AMZN130817C00200000,AMZN,8/17/2013,call,200,A,77.75,,80.1,,2,15,6/28/2013,0.9577,0.0016,-17.2785,9.0662,0.5461
AMZN130817P00200000,AMZN,8/17/2013,put,200,A,0.45,,0.53,,30,67,6/28/2013,-0.025,0.0011,-10.5471,5.9732,0.4764
AMZN130817C00205000,AMZN,8/17/2013,call,205,A,72.95,,75.2,,0,3,6/28/2013,0.948,0.0019,-20.3035,10.7259,0.5373
AMZN130817P00205000,AMZN,8/17/2013,put,205,A,0.56,,0.63,,0,436,6/28/2013,-0.0306,0.0015,-12.0689,7.0579,0.4613
AMZN130817C00210000,AMZN,8/17/2013,call,210,A,67.95,,70.45,,0,0,6/28/2013,0.9423,0.0022,-21.0095,11.6599,0.5102
AMZN130817P00210000,AMZN,8/17/2013,put,210,A,0.66,,0.73,,0,425,6/28/2013,-0.0363,0.0018,-13.3615,8.1354,0.443
AMZN130817C00215000,AMZN,8/17/2013,call,215,A,63.1,,65.5,,0,0,6/28/2013,0.9343,0.0025,-22.3488,12.9291,0.4877
AMZN130817P00215000,AMZN,8/17/2013,put,215,A,0.82,,0.91,,0,512,6/28/2013,-0.0451,0.0022,-15.455,9.6885,0.4302
AMZN130817C00220000,AMZN,8/17/2013,call,220,A,58.35,,61,,0,0,6/28/2013,0.9193,0.003,-25.9903,15.1666,0.4802
AMZN130817P00220000,AMZN,8/17/2013,put,220,A,1.01,,1.08,,0,769,6/28/2013,-0.0548,0.0026,-17.4317,11.3231,0.4151
AMZN130817C00225000,AMZN,8/17/2013,call,225,A,53.5,,55.85,,0,2,6/28/2013,0.9121,0.0035,-25.8375,16.1706,0.4475
AMZN130817P00225000,AMZN,8/17/2013,put,225,A,1.27,,1.31,,2,308,6/28/2013,-0.0674,0.0032,-19.8581,13.3168,0.402
AMZN130817C00230000,AMZN,8/17/2013,call,230,A,48.8,,51,,1,3,6/28/2013,0.8984,0.0041,-27.5523,18.0211,0.4269
AMZN130817P00230000,AMZN,8/17/2013,put,230,A,1.58,,1.64,,21,532,6/28/2013,-0.0834,0.0038,-22.6635,15.6541,0.3902
AMZN130817C00235000,AMZN,8/17/2013,call,235,A,44.25,,46.85,,0,17,6/28/2013,0.8738,0.0047,-32.0913,21.0569,0.4232
AMZN130817P00235000,AMZN,8/17/2013,put,235,A,1.98,,2.06,,14,313,6/28/2013,-0.1031,0.0046,-25.7952,18.3197,0.3794
AMZN130817C00240000,AMZN,8/17/2013,call,240,A,39.75,,42,,0,34,6/28/2013,0.8547,0.0056,-33.5987,23.2076,0.4012
AMZN130817P00240000,AMZN,8/17/2013,put,240,A,2.5,,2.59,,11,652,6/28/2013,-0.1275,0.0055,-29.2104,21.2892,0.3696
