contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
AMZN130817C00245000,AMZN,8/17/2013,call,245,A,35.5,,38,,0,74,6/28/2013,0.8226,0.0064,-38.0916,26.4659,0.3973
AMZN130817P00245000,AMZN,8/17/2013,put,245,A,3.15,,3.25,,71,490,6/28/2013,-0.1564,0.0065,-32.7246,24.4647,0.3602
AMZN130817C00250000,AMZN,8/17/2013,call,250,A,31.6,,32.15,,7,168,6/28/2013,0.8022,0.0075,-37.1791,28.3112,0.3624
AMZN130817P00250000,AMZN,8/17/2013,put,250,A,4,,4.1,,68,825,6/28/2013,-0.1915,0.0076,-36.467,27.8319,0.3527
AMZN130817C00255000,AMZN,8/17/2013,call,255,A,27.7,,28.15,,4,107,6/28/2013,0.7625,0.0085,-40.554,31.4902,0.3544
AMZN130817P00255000,AMZN,8/17/2013,put,255,A,5,,5.1,,44,457,6/28/2013,-0.2314,0.0087,-39.7784,31.0951,0.3442
AMZN130817C00260000,AMZN,8/17/2013,call,260,A,23.9,,24.35,,2,811,6/28/2013,0.7183,0.0095,-43.2065,34.4086,0.3448
AMZN130817P00260000,AMZN,8/17/2013,put,260,A,6.25,,6.35,,9,565,6/28/2013,-0.2776,0.0097,-42.8867,34.2034,0.3372
AMZN130817C00265000,AMZN,8/17/2013,call,265,A,20.45,,20.8,,3,283,6/28/2013,0.6677,0.0105,-45.6892,37.022,0.3382
AMZN130817P00265000,AMZN,8/17/2013,put,265,A,7.7,,7.85,,18,938,6/28/2013,-0.3287,0.0107,-45.2873,36.8945,0.3299
AMZN130817C00270000,AMZN,8/17/2013,call,270,A,17.25,,17.6,,34,1336,6/28/2013,0.6128,0.0112,-47.3063,39.0435,0.3315
AMZN130817P00270000,AMZN,8/17/2013,put,270,A,9.5,,9.65,,65,523,6/28/2013,-0.385,0.0115,-47.1091,39.002,0.3244
AMZN130817C00275000,AMZN,8/17/2013,call,275,A,14.3,,14.65,,65,1372,6/28/2013,0.5543,0.0119,-47.921,40.3119,0.3248
AMZN130817P00275000,AMZN,8/17/2013,put,275,A,11.6,,11.75,,182,1603,6/28/2013,-0.4447,0.0121,-47.9488,40.31,0.3192
AMZN130817C00280000,AMZN,8/17/2013,call,280,A,11.8,,11.95,,48,1014,6/28/2013,0.4935,0.0122,-47.6383,40.6912,0.3195
AMZN130817P00280000,AMZN,8/17/2013,put,280,A,13.95,,14.25,,80,792,6/28/2013,-0.5065,0.0124,-47.7514,40.6899,0.3146
AMZN130817C00285000,AMZN,8/17/2013,call,285,A,9.55,,9.7,,208,569,6/28/2013,0.4323,0.0122,-46.4065,40.1141,0.3154
AMZN130817P00285000,AMZN,8/17/2013,put,285,A,16.6,,16.95,,30,360,6/28/2013,-0.5694,0.0125,-46.2036,40.0713,0.3086
AMZN130817C00290000,AMZN,8/17/2013,call,290,A,7.6,,7.75,,147,855,6/28/2013,0.3724,0.0119,-44.1894,38.606,0.3118
AMZN130817P00290000,AMZN,8/17/2013,put,290,A,19.6,,20,,5,325,6/28/2013,-0.6312,0.0121,-43.7101,38.4592,0.3038
AMZN130817C00295000,AMZN,8/17/2013,call,295,A,5.95,,6.15,,14,283,6/28/2013,0.3153,0.0112,-41.1004,36.2654,0.3085
AMZN130817P00295000,AMZN,8/17/2013,put,295,A,22.95,,23.4,,12,234,6/28/2013,-0.6895,0.0115,-40.5165,35.9839,0.3004
AMZN130817C00300000,AMZN,8/17/2013,call,300,A,4.65,,4.8,,26,1367,6/28/2013,0.2635,0.0104,-37.6132,33.3297,0.307
AMZN130817P00300000,AMZN,8/17/2013,put,300,A,26.6,,27.05,,6,79,6/28/2013,-0.7439,0.0106,-36.5806,32.7911,0.2969
AMZN130817C00305000,AMZN,8/17/2013,call,305,A,3.6,,3.7,,8,839,6/28/2013,0.2164,0.0094,-33.5846,29.9294,0.3051
AMZN130817P00305000,AMZN,8/17/2013,put,305,A,30.2,,31,,4,68,6/28/2013,-0.7971,0.0095,-31.336,28.7488,0.289
AMZN130817C00310000,AMZN,8/17/2013,call,310,A,2.78,,2.87,,14,680,6/28/2013,0.1766,0.0083,-29.7346,26.4601,0.3054
AMZN130817P00310000,AMZN,8/17/2013,put,310,A,34.45,,35.35,,24,39,6/28/2013,-0.835,0.0083,-27.8793,25.2602,0.2917
AMZN130817C00315000,AMZN,8/17/2013,call,315,A,2.09,,2.21,,9,764,6/28/2013,0.1419,0.0072,-25.7604,22.9294,0.3052
AMZN130817P00315000,AMZN,8/17/2013,put,315,A,38.75,,39.65,,13,42,6/28/2013,-0.873,0.0071,-23.1434,21.1567,0.2875
AMZN130817C00320000,AMZN,8/17/2013,call,320,A,1.62,,1.67,,10,620,6/28/2013,0.1138,0.0062,-22.1987,19.6683,0.3065
AMZN130817P00320000,AMZN,8/17/2013,put,320,A,42.1,,44.45,,0,35,6/28/2013,-0.9113,0.0057,-17.2732,16.2918,0.2756
AMZN130817C00325000,AMZN,8/17/2013,call,325,A,1.21,,1.28,,51,562,6/28/2013,0.0897,0.0052,-18.6871,16.536,0.3068
AMZN130817P00325000,AMZN,8/17/2013,put,325,A,46.7,,49.35,,0,16,6/28/2013,-0.935,0.0045,-13.6214,12.8141,0.2732
AMZN130817C00330000,AMZN,8/17/2013,call,330,A,0.92,,0.98,,62,1004,6/28/2013,0.0709,0.0043,-15.7662,13.8617,0.3086
AMZN130817P00330000,AMZN,8/17/2013,put,330,A,51.3,,54.05,,0,3,6/28/2013,-0.952,0.0035,-10.8328,10.0533,0.2732
AMZN130817C00335000,AMZN,8/17/2013,call,335,A,0.66,,0.75,,0,445,6/28/2013,0.055,0.0035,-12.9319,11.3524,0.3091
AMZN130817P00335000,AMZN,8/17/2013,put,335,A,56.05,,58.45,,0,0,6/28/2013,-0.965,0.0027,-8.4921,7.7394,0.2732
AMZN130817C00340000,AMZN,8/17/2013,call,340,A,0.47,,0.59,,0,276,6/28/2013,0.0428,0.0028,-10.654,9.2996,0.3108
AMZN130817P00340000,AMZN,8/17/2013,put,340,A,60.85,,63.25,,0,0,6/28/2013,-0.9748,0.0021,-6.5791,5.8515,0.2732
AMZN130817C00345000,AMZN,8/17/2013,call,345,A,0.36,,0.44,,0,246,6/28/2013,0.0333,0.0023,-8.7399,7.5787,0.3128
AMZN130817P00345000,AMZN,8/17/2013,put,345,A,65.75,,68.1,,0,0,6/28/2013,-0.982,0.0015,-5.053,4.3487,0.2732
AMZN130817C00350000,AMZN,8/17/2013,call,350,A,0.27,,0.32,,0,57,6/28/2013,0.0253,0.0018,-6.9624,6.0247,0.3134
AMZN130817P00350000,AMZN,8/17/2013,put,350,A,70.7,,73,,0,1,6/28/2013,-0.9873,0.0011,-3.862,3.1791,0.2732
AMZN130817C00355000,AMZN,8/17/2013,call,355,A,0.19,,0.25,,0,78,6/28/2013,0.0194,0.0015,-5.5881,4.8102,0.315
AMZN130817P00355000,AMZN,8/17/2013,put,355,A,75.65,,77.9,,0,0,6/28/2013,-0.991,0.0008,-2.9512,2.2881,0.2732
AMZN130817C00360000,AMZN,8/17/2013,call,360,A,0.14,,0.19,,0,60,6/28/2013,0.0149,0.0011,-4.5072,3.8524,0.3172
AMZN130817P00360000,AMZN,8/17/2013,put,360,A,80.4,,82.85,,0,0,6/28/2013,-0.9937,0.0005,-2.267,1.6225,0.2732
AMZN130817C00365000,AMZN,8/17/2013,call,365,A,0.08,,0.17,,0,14,6/28/2013,0.0112,0.0009,-3.5124,2.9951,0.3179
AMZN130817P00365000,AMZN,8/17/2013,put,365,A,85.55,,88.15,,0,0,6/28/2013,-0.9955,0.0004,-1.7615,1.1342,0.2732
AMZN130817C00370000,AMZN,8/17/2013,call,370,A,0.05,,0.14,,0,6,6/28/2013,0.0084,0.0007,-2.7582,2.3413,0.3192
AMZN130817P00370000,AMZN,8/17/2013,put,370,A,90.3,,93.25,,0,0,6/28/2013,-0.9967,0.0002,-1.3931,0.7821,0.2732
AMZN130817C00375000,AMZN,8/17/2013,call,375,A,0,,0.11,,0,10,6/28/2013,0.0061,0.0005,-2.0851,1.7699,0.3192
AMZN130817P00375000,AMZN,8/17/2013,put,375,A,95.4,,98.2,,0,0,6/28/2013,-0.9976,0.0002,-1.1277,0.5324,0.2732
AMZN130817C00380000,AMZN,8/17/2013,call,380,A,0,,0.11,,0,10,6/28/2013,0.0044,0.0004,-1.5621,1.3258,0.3192
AMZN130817P00380000,AMZN,8/17/2013,put,380,A,100.25,,103.2,,0,0,6/28/2013,-0.9982,0.0001,-0.9382,0.3579,0.2732
AMZN130817C00385000,AMZN,8/17/2013,call,385,A,0,,0.09,,0,0,6/28/2013,0.0032,0.0002,-1.1601,0.9845,0.3192
AMZN130817P00385000,AMZN,8/17/2013,put,385,A,105.25,,108.1,,0,0,6/28/2013,-0.9985,0.0001,-0.8035,0.2378,0.2732
AMZN130817C00390000,AMZN,8/17/2013,call,390,A,0,,0.09,,0,0,6/28/2013,0.0023,0.0002,-0.8544,0.725,0.3192
AMZN130817P00390000,AMZN,8/17/2013,put,390,A,110.25,,113.1,,0,0,6/28/2013,-0.9988,0.0001,-0.7075,0.1562,0.2732
AMZN130817C00395000,AMZN,8/17/2013,call,395,A,0,,0.08,,0,0,6/28/2013,0.0016,0.0002,-0.6243,0.5296,0.3192
AMZN130817P00395000,AMZN,8/17/2013,put,395,A,115.25,,118.1,,0,0,6/28/2013,-0.9989,0,-0.6387,0.1015,0.2732
AMZN130817C00400000,AMZN,8/17/2013,call,400,A,0,,0.08,,0,0,6/28/2013,0.0011,0.0001,-0.4527,0.3841,0.3192
AMZN130817P00400000,AMZN,8/17/2013,put,400,A,120.25,,123.1,,0,0,6/28/2013,-0.999,0,-0.5885,0.0653,0.2732
AMZN130817C00405000,AMZN,8/17/2013,call,405,A,0,,0.07,,0,0,6/28/2013,0.0008,0.0001,-0.326,0.2765,0.3192
AMZN130817P00405000,AMZN,8/17/2013,put,405,A,125.25,,128.1,,0,0,6/28/2013,-0.9991,0,-0.5509,0.0416,0.2732
AMZN130817C00410000,AMZN,8/17/2013,call,410,A,0,,0.06,,0,0,6/28/2013,0.0005,0.0001,-0.2329,0.1976,0.3192
AMZN130817P00410000,AMZN,8/17/2013,put,410,A,130.25,,133.15,,0,0,6/28/2013,-0.9991,0,-0.5218,0.0262,0.2732
AMZN130817C00415000,AMZN,8/17/2013,call,415,A,0,,0.06,,0,0,6/28/2013,0.0004,0,-0.1654,0.1403,0.3192
AMZN130817P00415000,AMZN,8/17/2013,put,415,A,134.95,,138.65,,0,0,6/28/2013,-0.9992,0,-0.4982,0.0164,0.2732
AMZN130921C00140000,AMZN,9/21/2013,call,140,A,137.05,,139.95,,0,0,6/28/2013,0.9977,0.0001,0.5017,0.4915,0.4835
AMZN130921P00140000,AMZN,9/21/2013,put,140,A,0.12,,0.26,,0,105,6/28/2013,-0.0063,0.0002,-3.1172,2.373,0.6062
AMZN130921C00145000,AMZN,9/21/2013,call,145,A,131.6,,134.8,,0,0,6/28/2013,0.997,0.0001,0.1947,0.7715,0.4835
AMZN130921P00145000,AMZN,9/21/2013,put,145,A,0.18,,0.28,,0,59,6/28/2013,-0.008,0.0002,-3.7185,2.886,0.5947
AMZN130921C00150000,AMZN,9/21/2013,call,150,A,127,,129.85,,0,0,6/28/2013,0.996,0.0001,-0.2333,1.1669,0.4835
AMZN130921P00150000,AMZN,9/21/2013,put,150,A,0.19,,0.33,,0,1,6/28/2013,-0.009,0.0002,-4.0478,3.2489,0.575
AMZN130921C00155000,AMZN,9/21/2013,call,155,A,122,,124.9,,0,0,6/28/2013,0.9945,0.0002,-0.8123,1.7063,0.4835
AMZN130921P00155000,AMZN,9/21/2013,put,155,A,0.22,,0.37,,0,0,6/28/2013,-0.0105,0.0004,-4.4622,3.6964,0.5571
AMZN130921C00160000,AMZN,9/21/2013,call,160,A,117.25,,120.05,,0,0,6/28/2013,0.9924,0.0002,-1.5727,2.4189,0.4835
AMZN130921P00160000,AMZN,9/21/2013,put,160,A,0.27,,0.41,,0,15,6/28/2013,-0.0123,0.0004,-4.9874,4.2533,0.5411
AMZN130921C00165000,AMZN,9/21/2013,call,165,A,112.2,,115.1,,0,0,6/28/2013,0.9896,0.0004,-2.5439,3.3325,0.4835
AMZN130921P00165000,AMZN,9/21/2013,put,165,A,0.34,,0.44,,0,1,6/28/2013,-0.0144,0.0005,-5.5552,4.8796,0.5253
AMZN130921C00170000,AMZN,9/21/2013,call,170,A,107.25,,110.1,,0,0,6/28/2013,0.9858,0.0005,-3.7519,4.4719,0.4835
AMZN130921P00170000,AMZN,9/21/2013,put,170,A,0.4,,0.49,,0,400,6/28/2013,-0.0167,0.0005,-6.1202,5.5488,0.5089
AMZN130921C00175000,AMZN,9/21/2013,call,175,A,102.35,,105.15,,0,0,6/28/2013,0.981,0.0007,-5.2173,5.8568,0.4835
AMZN130921P00175000,AMZN,9/21/2013,put,175,A,0.47,,0.52,,0,30,6/28/2013,-0.0191,0.0007,-6.6024,6.2061,0.4908
AMZN130921C00180000,AMZN,9/21/2013,call,180,A,97.5,,100.25,,0,0,6/28/2013,0.975,0.0009,-6.9534,7.4998,0.4835
AMZN130921P00180000,AMZN,9/21/2013,put,180,A,0.55,,0.62,,0,401,6/28/2013,-0.0228,0.0008,-7.4381,7.1842,0.4776
AMZN130921C00185000,AMZN,9/21/2013,call,185,A,92.85,,95.35,,0,0,6/28/2013,0.9675,0.0011,-8.965,9.4053,0.4835
AMZN130921P00185000,AMZN,9/21/2013,put,185,A,0.63,,0.69,,7,30,6/28/2013,-0.0261,0.001,-8.0773,8.0817,0.461
AMZN130921C00190000,AMZN,9/21/2013,call,190,A,87.7,,90.45,,0,0,6/28/2013,0.9585,0.0013,-11.2471,11.5686,0.4835
AMZN130921P00190000,AMZN,9/21/2013,put,190,A,0.73,,0.82,,3,400,6/28/2013,-0.0308,0.0011,-9.0112,9.2828,0.4477
AMZN130921C00195000,AMZN,9/21/2013,call,195,A,82.8,,85.45,,0,0,6/28/2013,0.9533,0.0015,-12.0299,12.7736,0.4656
AMZN130921P00195000,AMZN,9/21/2013,put,195,A,0.84,,0.91,,0,38,6/28/2013,-0.0355,0.0014,-9.7523,10.4221,0.4315
AMZN130921C00200000,AMZN,9/21/2013,call,200,A,77.95,,80.75,,0,0,6/28/2013,0.9443,0.0018,-13.7497,14.7406,0.4568
AMZN130921P00200000,AMZN,9/21/2013,put,200,A,0.98,,1.08,,10,402,6/28/2013,-0.042,0.0016,-10.8597,11.953,0.4189
AMZN130921C00205000,AMZN,9/21/2013,call,205,A,73.4,,75.7,,0,0,6/28/2013,0.9331,0.0021,-15.8257,17.0634,0.4503
AMZN130921P00205000,AMZN,9/21/2013,put,205,A,1.14,,1.24,,10,8,6/28/2013,-0.049,0.0019,-11.9071,13.5537,0.405
AMZN130921C00210000,AMZN,9/21/2013,call,210,A,68.9,,70.9,,0,0,6/28/2013,0.9202,0.0025,-18.0423,19.5908,0.444
AMZN130921P00210000,AMZN,9/21/2013,put,210,A,1.33,,1.45,,1,9,6/28/2013,-0.0577,0.0022,-13.1028,15.4068,0.392
AMZN130921C00215000,AMZN,9/21/2013,call,215,A,63.5,,66.2,,0,0,6/28/2013,0.9184,0.0027,-16.8127,19.9289,0.4076
AMZN130921P00215000,AMZN,9/21/2013,put,215,A,1.58,,1.73,,0,1,6/28/2013,-0.0685,0.0026,-14.5708,17.6291,0.3809
AMZN130921C00220000,AMZN,9/21/2013,call,220,A,59.05,,61.5,,0,0,6/28/2013,0.9018,0.0032,-19.1945,22.9009,0.4023
AMZN130921P00220000,AMZN,9/21/2013,put,220,A,1.88,,2.06,,0,24,6/28/2013,-0.0814,0.003,-16.1468,20.1022,0.3701
AMZN130921C00225000,AMZN,9/21/2013,call,225,A,54.65,,57.1,,0,0,6/28/2013,0.8826,0.0037,-21.751,26.1016,0.3978
AMZN130921P00225000,AMZN,9/21/2013,put,225,A,2.3,,2.47,,0,29,6/28/2013,-0.0975,0.0036,-18.029,22.9874,0.3613
AMZN130921C00230000,AMZN,9/21/2013,call,230,A,50.15,,52.6,,0,0,6/28/2013,0.8646,0.0042,-23.409,28.8634,0.3859
AMZN130921P00230000,AMZN,9/21/2013,put,230,A,2.84,,2.92,,28,48,6/28/2013,-0.1162,0.0042,-19.9794,26.0966,0.3526
AMZN130921C00235000,AMZN,9/21/2013,call,235,A,46,,46.65,,0,10,6/28/2013,0.8543,0.0047,-22.6522,30.3387,0.3553
AMZN130921P00235000,AMZN,9/21/2013,put,235,A,3.4,,3.5,,0,14,6/28/2013,-0.1376,0.0047,-21.9004,29.3559,0.3435
AMZN130921C00240000,AMZN,9/21/2013,call,240,A,41.45,,43.85,,0,0,6/28/2013,0.8201,0.0054,-26.7564,34.8501,0.3633
AMZN130921P00240000,AMZN,9/21/2013,put,240,A,4.15,,4.25,,5,43,6/28/2013,-0.1636,0.0055,-24.0951,32.9409,0.3367
AMZN130921C00245000,AMZN,9/21/2013,call,245,A,37.6,,38.15,,4,3,6/28/2013,0.8011,0.0062,-26.5178,37.0982,0.338
AMZN130921P00245000,AMZN,9/21/2013,put,245,A,5,,5.1,,1,12,6/28/2013,-0.1926,0.0062,-26.1115,36.5101,0.3291
AMZN130921C00250000,AMZN,9/21/2013,call,250,A,33.4,,34.2,,0,10,6/28/2013,0.7702,0.0069,-28.0253,40.371,0.3275
AMZN130921P00250000,AMZN,9/21/2013,put,250,A,6,,6.15,,4,52,6/28/2013,-0.2258,0.007,-28.0998,40.0921,0.3224
AMZN130921C00255000,AMZN,9/21/2013,call,255,A,29.65,,30.4,,0,11,6/28/2013,0.7336,0.0076,-29.8057,43.7162,0.3209
AMZN130921P00255000,AMZN,9/21/2013,put,255,A,7.25,,7.35,,1,27,6/28/2013,-0.2631,0.0077,-29.9547,43.5315,0.3164
AMZN130921C00260000,AMZN,9/21/2013,call,260,A,26.25,,26.85,,0,15,6/28/2013,0.6923,0.0083,-31.6078,46.8286,0.317
AMZN130921P00260000,AMZN,9/21/2013,put,260,A,8.65,,8.8,,22,40,6/28/2013,-0.3041,0.0084,-31.5543,46.6609,0.3108
AMZN130921C00265000,AMZN,9/21/2013,call,265,A,22.9,,23.45,,2,504,6/28/2013,0.6488,0.0089,-32.7485,49.4037,0.3108
AMZN130921P00265000,AMZN,9/21/2013,put,265,A,10.25,,10.45,,600,424,6/28/2013,-0.3483,0.0091,-32.7464,49.318,0.305
AMZN130921C00270000,AMZN,9/21/2013,call,270,A,19.8,,20.3,,5,51,6/28/2013,0.6022,0.0095,-33.5217,51.4059,0.3053
AMZN130921P00270000,AMZN,9/21/2013,put,270,A,12.15,,12.4,,4,284,6/28/2013,-0.3958,0.0095,-33.6443,51.3815,0.3006
AMZN130921C00275000,AMZN,9/21/2013,call,275,A,17,,17.45,,17,129,6/28/2013,0.5534,0.0098,-33.9249,52.6993,0.301
AMZN130921P00275000,AMZN,9/21/2013,put,275,A,14.35,,14.55,,4,19,6/28/2013,-0.4455,0.01,-34.0717,52.7001,0.2965
AMZN130921C00280000,AMZN,9/21/2013,call,280,A,14.55,,14.8,,9,59,6/28/2013,0.5033,0.01,-33.8666,53.1859,0.2974
AMZN130921P00280000,AMZN,9/21/2013,put,280,A,16.7,,17,,9,78,6/28/2013,-0.4965,0.0102,-33.8924,53.187,0.2921
AMZN130921C00285000,AMZN,9/21/2013,call,285,A,12.25,,12.45,,7,25,6/28/2013,0.4527,0.0101,-33.2143,52.8225,0.2934
AMZN130921P00285000,AMZN,9/21/2013,put,285,A,19.3,,19.8,,1,11,6/28/2013,-0.548,0.0103,-33.2588,52.7948,0.2885
AMZN130921C00290000,AMZN,9/21/2013,call,290,A,10.2,,10.5,,7,35,6/28/2013,0.4031,0.01,-32.2133,51.6271,0.2909
AMZN130921P00290000,AMZN,9/21/2013,put,290,A,22.3,,22.7,,3,27,6/28/2013,-0.5988,0.0101,-32.1009,51.5257,0.2849
AMZN130921C00295000,AMZN,9/21/2013,call,295,A,8.4,,8.65,,7,10,6/28/2013,0.3541,0.0097,-30.574,49.6133,0.2871
AMZN130921P00295000,AMZN,9/21/2013,put,295,A,25.45,,25.95,,0,8,6/28/2013,-0.6484,0.0099,-30.4658,49.427,0.2816
AMZN130921C00300000,AMZN,9/21/2013,call,300,A,6.95,,7.1,,0,29,6/28/2013,0.3086,0.0092,-28.7931,46.9714,0.2854
AMZN130921P00300000,AMZN,9/21/2013,put,300,A,28.95,,29.45,,0,1,6/28/2013,-0.6948,0.0094,-28.5979,46.6602,0.2796
AMZN130921C00305000,AMZN,9/21/2013,call,305,A,5.65,,5.8,,8,9,6/28/2013,0.266,0.0087,-26.6836,43.7819,0.2836
AMZN130921P00305000,AMZN,9/21/2013,put,305,A,32.6,,33.15,,0,3,6/28/2013,-0.7389,0.0088,-26.3017,43.2684,0.2768
AMZN130921C00310000,AMZN,9/21/2013,call,310,A,4.55,,4.7,,3,18,6/28/2013,0.2275,0.008,-24.463,40.2605,0.2826
AMZN130921P00310000,AMZN,9/21/2013,put,310,A,36.45,,37.1,,0,8,6/28/2013,-0.7792,0.0081,-23.8333,39.4644,0.2744
AMZN130921C00315000,AMZN,9/21/2013,call,315,A,3.65,,3.8,,18,31,6/28/2013,0.1917,0.0073,-21.9799,36.4035,0.2807
AMZN130921P00315000,AMZN,9/21/2013,put,315,A,40.35,,42.05,,0,0,6/28/2013,-0.8069,0.0073,-22.5473,36.4262,0.2809
AMZN130921C00320000,AMZN,9/21/2013,call,320,A,2.92,,3.05,,8,20,6/28/2013,0.1608,0.0065,-19.6396,32.5844,0.2801
AMZN130921P00320000,AMZN,9/21/2013,put,320,A,44.65,,45.8,,0,0,6/28/2013,-0.8446,0.0065,-19.171,31.6966,0.2733
AMZN130921C00325000,AMZN,9/21/2013,call,325,A,2.33,,2.43,,8,8,6/28/2013,0.1341,0.0057,-17.3695,28.8392,0.2798
AMZN130921P00325000,AMZN,9/21/2013,put,325,A,49.1,,49.8,,9,0,6/28/2013,-0.8778,0.0057,-15.9019,26.8521,0.2663
AMZN130921C00330000,AMZN,9/21/2013,call,330,A,1.8,,1.96,,101,4,6/28/2013,0.1108,0.0051,-15.1822,25.227,0.2795
AMZN130921P00330000,AMZN,9/21/2013,put,330,A,52.3,,55.05,,0,0,6/28/2013,-0.9088,0.0047,-12.4946,21.683,0.257
AMZN130921C00335000,AMZN,9/21/2013,call,335,A,1.41,,1.58,,100,5,6/28/2013,0.091,0.0044,-13.1492,21.8508,0.2794
AMZN130921P00335000,AMZN,9/21/2013,put,335,A,56.9,,59,,0,0,6/28/2013,-0.9273,0.004,-10.5511,18.2184,0.2566
AMZN130921C00340000,AMZN,9/21/2013,call,340,A,1.1,,1.25,,0,0,6/28/2013,0.0742,0.0038,-11.2706,18.7312,0.2793
AMZN130921P00340000,AMZN,9/21/2013,put,340,A,61.6,,64,,0,0,6/28/2013,-0.9423,0.0033,-8.8557,15.1711,0.2566
AMZN130921C00345000,AMZN,9/21/2013,call,345,A,0.85,,0.98,,78,0,6/28/2013,0.06,0.0032,-9.565,15.8987,0.2792
AMZN130921P00345000,AMZN,9/21/2013,put,345,A,66.3,,68.6,,0,0,6/28/2013,-0.9545,0.0027,-7.3613,12.4898,0.2566
AMZN130921C00350000,AMZN,9/21/2013,call,350,A,0.66,,0.76,,4,0,6/28/2013,0.0483,0.0027,-8.0636,13.3957,0.2793
AMZN130921P00350000,AMZN,9/21/2013,put,350,A,71.15,,73.2,,0,0,6/28/2013,-0.9644,0.0022,-6.0667,10.1708,0.2566
AMZN130921C00355000,AMZN,9/21/2013,call,355,A,0.52,,0.61,,24,0,6/28/2013,0.0397,0.0023,-6.9196,11.4195,0.2811
AMZN130921P00355000,AMZN,9/21/2013,put,355,A,75.9,,78.7,,0,0,6/28/2013,-0.9723,0.0018,-4.9622,8.1966,0.2566
AMZN130921C00360000,AMZN,9/21/2013,call,360,A,0.39,,0.5,,0,0,6/28/2013,0.0319,0.0019,-5.8082,9.5599,0.2818
AMZN130921P00360000,AMZN,9/21/2013,put,360,A,80.65,,83.5,,0,0,6/28/2013,-0.9785,0.0014,-4.033,6.5403,0.2566
AMZN130921C00365000,AMZN,9/21/2013,call,365,A,0.3,,0.44,,0,0,6/28/2013,0.0265,0.0016,-5.0301,8.1966,0.2846
AMZN130921P00365000,AMZN,9/21/2013,put,365,A,85.6,,88.35,,0,0,6/28/2013,-0.9834,0.0011,-3.2614,5.1695,0.2566
AMZN130921C00370000,AMZN,9/21/2013,call,370,A,0.22,,0.37,,0,33,6/28/2013,0.0214,0.0013,-4.2249,6.8546,0.2858
AMZN130921P00370000,AMZN,9/21/2013,put,370,A,90.6,,93.35,,0,0,6/28/2013,-0.9872,0.0009,-2.6282,4.0492,0.2566
AMZN130921C00375000,AMZN,9/21/2013,call,375,A,0.16,,0.3,,0,0,6/28/2013,0.0171,0.0011,-3.4927,5.6541,0.2864
AMZN130921P00375000,AMZN,9/21/2013,put,375,A,95.4,,98.3,,0,0,6/28/2013,-0.9901,0.0007,-2.1141,3.1444,0.2566
AMZN130921C00380000,AMZN,9/21/2013,call,380,A,0.11,,0.23,,0,0,6/28/2013,0.0129,0.0009,-2.7208,4.4334,0.2844
AMZN130921P00380000,AMZN,9/21/2013,put,380,A,100.55,,103.25,,0,0,6/28/2013,-0.9924,0.0005,-1.7006,2.4216,0.2566
AMZN130921C00385000,AMZN,9/21/2013,call,385,A,0.07,,0.19,,0,0,6/28/2013,0.0098,0.0007,-2.1477,3.5091,0.2837
AMZN130921P00385000,AMZN,9/21/2013,put,385,A,105.3,,108.2,,0,0,6/28/2013,-0.9941,0.0004,-1.3708,1.8504,0.2566
AMZN130921C00390000,AMZN,9/21/2013,call,390,A,0.04,,0.19,,0,0,6/28/2013,0.0079,0.0005,-1.7857,2.9009,0.2853
AMZN130921P00390000,AMZN,9/21/2013,put,390,A,110.3,,113.2,,0,0,6/28/2013,-0.9953,0.0002,-1.1097,1.4032,0.2566
AMZN130921C00395000,AMZN,9/21/2013,call,395,A,0.02,,0.19,,0,0,6/28/2013,0.0063,0.0005,-1.4556,2.3571,0.2862
AMZN130921P00395000,AMZN,9/21/2013,put,395,A,115.25,,118.15,,0,0,6/28/2013,-0.9963,0.0002,-0.9041,1.0565,0.2566
AMZN130921C00400000,AMZN,9/21/2013,call,400,A,0,,0.19,,0,0,6/28/2013,0.0047,0.0004,-1.1538,1.8682,0.2862
AMZN130921P00400000,AMZN,9/21/2013,put,400,A,120.25,,123.15,,0,0,6/28/2013,-0.997,0.0002,-0.7429,0.79,0.2566
AMZN130921C00405000,AMZN,9/21/2013,call,405,A,0,,0.19,,0,0,6/28/2013,0.0037,0.0002,-0.9097,1.4729,0.2862
AMZN130921P00405000,AMZN,9/21/2013,put,405,A,125.5,,128.2,,0,0,6/28/2013,-0.9975,0.0001,-0.6168,0.5868,0.2566
AMZN131019C00130000,AMZN,10/19/2013,call,130,A,147,,149.9,,0,1,6/28/2013,0.9986,0,0.1645,0.3216,0.4386
AMZN131019P00130000,AMZN,10/19/2013,put,130,A,0.17,,0.31,,0,31,6/28/2013,-0.007,0.0002,-2.9057,2.997,0.5969
AMZN131019C00135000,AMZN,10/19/2013,call,135,A,142.05,,144.95,,0,0,6/28/2013,0.9982,0.0001,0.0057,0.5254,0.4386
AMZN131019P00135000,AMZN,10/19/2013,put,135,A,0.2,,0.33,,0,60,6/28/2013,-0.008,0.0002,-3.1522,3.3595,0.5777
AMZN131019C00140000,AMZN,10/19/2013,call,140,A,137.15,,140,,0,0,6/28/2013,0.9975,0.0001,-0.2207,0.824,0.4386
AMZN131019P00140000,AMZN,10/19/2013,put,140,A,0.26,,0.36,,0,491,6/28/2013,-0.0095,0.0002,-3.5913,3.9211,0.5639
